Name,Cuisine,Ratings,Review,Map,Open Time,Close Time,Payment Methods,Best Dishes,Budget in USD,Phone Number
Suma Cafe,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 9:00pm,mastercard & visa,None,None,0212-976.5466
Con Todo y Café,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 5:00pm,mastercard & visa,None,- - -,0212-744.7147 
El Caldero,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 3:00pm,mastercard & visa,None,- - -,0212-978.4313 
Komekoko (Calle Elice),Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 7:00pm,mastercard & visa,None,- - -,
El Canarín de Mamá,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 4:00pm,mastercard & visa,None,- - -,0212-552.6255
Caracas Cookie,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 8:00pm,mastercard & visa,None,- - -,0412-540.6050
Coco Factory (C.C. La Cascada),Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:30am, 7:00pm,mastercard & visa,"cocada, cocada, cocada",- - -,
Casero Deli,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,None,- - -,0424.264-4631
Sotano Siete (La Castellana),Pizzería,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 12:00am,mastercard & visa,None,- - -,04241532541
La Churrería,Salir a comer,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 5:00pm,visa,None,- - -,
Churuata del Eduard's,Pescados y Mariscos,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:30pm,mastercard & visa,None,- - -,0212-211.6060
Cocadas Algo Diferente,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,"Cocada con Brownie, Cocada con Brownie, Cocada Normal",- - -,0212-241.7475
KTM Coffee,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,None,- - -,
Coldecarr,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 6:30pm,mastercard & visa,None,- - -,
Copos,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 7:30pm,mastercard & visa,None,- - -,0412-795.9640
Masago Sushi y Delivery,Japonesa,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 8:00pm,mastercard & visa,None,- - -,0212-575.4268
Euskera,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 7:30pm,mastercard & visa,None,- - -,0212-961.6727
Fogón Parrillero,Salir a comer,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 8:00pm,mastercard & visa,None,- - -,0212-754.0136
Pizza Goal,Pizzería,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,None,- - -,0212-373.4256
Mangia Gourmet,Gourmet,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 4:00pm,mastercard & visa,None,None,0212-952.6245
Gourmet Success,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 6:00pm,mastercard & visa,None,- - -,0212-952.8749
Gracitanos,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:30am, 4:30pm,mastercard & amex,"Latte, Espresso, Cappuccino",- - -,
Gramos,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 5:00pm,mastercard & visa,None,- - -,
Gran Woo,China,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,
La Hora de Prados,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:30am, 5:00pm,mastercard & visa,None,- - -,0412-217.8469
Jupiter,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 3:00pm,mastercard & visa,None,- - -,0212-234.9223
Shawarma King,Arabe,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 8:00pm,mastercard & visa,None,- - -,0424-128.5537
Murano's Lounge,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,
El Mantuano de Lozano,Gourmet,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Paella, Arepa, Buñuelos",None,0424-147.7705
Panaderia Mansión El Marqués,Salir a comer,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 7:00pm,mastercard & visa,None,- - -,0212.237-5027
McGladys,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,None,- - -,
Ofhelia,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,None,- - -,
Panadería Puerto Viejo,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 5:30pm,mastercard & visa,None,- - -,0212-484.2690
Paula's,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 6:00pm,mastercard & visa,None,- - -,
RubenExpress,Venezolana,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,
Strawberry,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 6:00pm,mastercard & visa,None,- - -,0212-959.9804
Vitalis,Mediterránea,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:30am, 10:00pm,mastercard & visa,None,- - -,0212-514.1559
Yovasnack,Internacional,None,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 3:00pm, 8:00pm,mastercard & visa,None,- - -,0414-151.4092
Va Bene,Italiana,4.9,28,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 8:00pm,mastercard & visa,"Pizza Ajoporro, Chupe de Pollo, Pasticho",- - -,0212-762.4301
Sunny Caracas,Internacional,4.9,23,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 5:00pm,mastercard & visa,"Sunny fudge, Torta de limón , Red Velvet",- - -,0212-945.7590
Esquina Carbone (La Boyera),Internacional,4.9,11,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 6:00pm,mastercard & visa,"Espresso, Espresso, Espresso",- - -,0212-961.1761
Caracas Tea CO,Internacional,4.9,11,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,None,- - -,0212-283.5180
Bon Bistro,Mediterránea,4.9,9,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,None,- - -,0212-985.6980
Deliceto Café,Internacional,4.9,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 7:00pm,mastercard & visa,None,- - -,
La Praline,Internacional,4.8,66,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 6:30pm,mastercard & visa,"Bombón de Pistacho, Bombones rellenos de licor, Tronco",- - -,0212-285.2475 
Aiki,Internacional,4.8,53,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 6:00pm,mastercard & visa,"Cupcake choco-banana, Cupcake piña-cambur y nueces, Cupcake choco-canela",- - -,0212-267.1886
El Escondite,Gourmet,4.8,30,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30pm, 11:00am,mastercard & visa,"La burrata, El bollo de cachapa relleno, Crema de tomates ahumados",- - -,0414-136.4075
Discovery Burger,Salir a comer,4.8,22,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 4:00pm, 11:00pm,mastercard & visa,"Pepito, Pepito, Pepito",- - -,
Osaka,China,4.8,19,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 3:00pm y 3:00pm a 6:00pm,mastercard & visa,None,- - -,0212-2660713
Pozo Suruapo,Parrillada,4.8,18,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,"arepitas de platano, morcilla con salsa de parchita!! y la crema de berenjena!!, arepitas de platano",- - -,0212-377.2066
Bari's,Pizzería,4.8,16,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 9:00pm,mastercard & visa,"Pizza Margarita!!!!, Pizza Pepperoni doble, Las rosquitas",- - -,0414-309.7155
Doña Rosa,Internacional,4.8,16,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 7:00pm,mastercard & amex,"Tartaleta de fresas, Profiterol , Croissant de chocolate",- - -,0212-552.4490
Kko Real,Internacional,4.8,13,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 8:00pm,mastercard & visa,None,- - -,0212-206.0643
L'artesana,Italiana,4.8,13,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & amex,None,- - -,0414-107.3400
Panes y Tulipanes,Venezolana,4.8,13,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 2:00pm,mastercard & visa,"Pollo a la plancha con tostones, Polvorosa de pollo, Torta de auyama",- - -,0212-263.9469
La Cotuferia,Gourmet,4.8,12,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,"Cotufas acarameladas, Cotufas acarameladas, Cotufas choco-oreo",- - -,0414-806.5668
Casa Rústica Pizzería,Italiana,4.8,11,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 5:00pm, 11:00pm,mastercard & visa,None,- - -,0212-332.2152
Susy's Cookies (C.C. Lido),Internacional,4.8,11,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 7:00pm,mastercard & visa,None,- - -,
Josephine Comedor,Internacional,4.8,9,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:30pm, 4:30pm,mastercard & visa,"Huevos Cocot, Tentaculos de pulpo, Entrada de pulpo a la gallega",- - -,0212-963.9719
La Oficina (Licoteca),Internacional,4.8,9,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,"Chupa Cabras, Ceviche de peto, Tartar de atun",- - -,
Mazal Gourmet,Arabe,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:30am, 5:00pm,mastercard & visa,"Torta de chocolate, Mousse de parchita, Quesillo",- - -,0212-283.69.39
Fragolate (Valle Arriba),Venezolana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 7:00pm,mastercard & visa,"Crema real, Parchita atrevida, Crema real",- - -,
El Garage Birra Jardín,Internacional,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,None,- - -,0416-606.3789
Caracas Coffee Roasters,Venezolana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 6:00pm,mastercard & visa,None,- - -,
Galanga Casa Thai,Tailandesa,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00pm, 11:00pm,mastercard & visa,None,- - -,0412-800.6668
Entre Hojas,Internacional,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 6:00pm, 12:00am,mastercard & visa,None,- - -,0212-908.4222
Formula 1,Salir a comer,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,"Patacón zuliano de carne, Tanque full, Patacón zuliano de carne",- - -,0212-626.3410
Casa Avila,Internacional,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 8:00pm,mastercard & visa,"Pimenton relleno, Costillas en bbq, Mini cachapas",- - -,
Azafrán Express,Gourmet,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 3:00pm,mastercard & visa,"Pasta azafrán, Pasticho de berengena, Pollo caprese ",- - -,0212-573.0154
Los Cabos,Mexicana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 7:00pm,mastercard & visa,"Fajitas Los Cabos, Sopa Azteca, Ceviche Championship",- - -,
Congelados (Guatire),Venezolana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,0212-342.0778
Pipoka Express,Pizzería,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 8:30pm,mastercard & visa,None,- - -,0212-578.3796
Cafe Avellana,Internacional,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 6:00pm,mastercard & visa,None,- - -,
Brunetta Coffee Bar,Internacional,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 7:00pm,mastercard & visa,"Canelones de acelga con champiñones al ajillo, Ensalada Brunetta, Capuccino con nutella",- - -,0212-979.7201
Cotorra Grill (Galerias EDSAM),Venezolana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 5:00pm,mastercard & visa,None,- - -,0212-561.6032
Da Pina Gourmet,Italiana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 3:30pm,mastercard & visa,None,- - -,0212-265.7876
Terra Magica,Italiana,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 7:00pm,mastercard & visa,None,- - -,0212-300.8866
Mosoly,Salir a comer,4.8,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:30am, 6:00pm,mastercard & visa,None,- - -,02125769330
Mozart (CCCT),Internacional,4.7,340,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 5:00pm,mastercard & visa,"Profiteroles, Bombones, Dulce de profiterol",- - -,0212-959.5953
Alto,Gourmet,4.7,299,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 3:00pm y 7:00pm a 9:00pm,mastercard & amex,"Pescado con arroz , Merengón de guanábana , Crema de caraotas",- - -,0212-284.3655 
Urrutia (Sabana Grande),Española,4.7,113,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 11:00pm,mastercard & visa,"Tacos de mero, Pimientos de piquillo rellenos de chipirones en su tinta, Tortilla de camarones y espinaca",- - -,0212-763.0448
Principes de Yavé,Internacional,4.7,68,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 12:00am,mastercard & visa,"Kibbe crudo , Pescado picante , Kafta Naye",- - -,0424-257.3877
Lasserre,Francesa,4.7,66,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 3:00pm y 7:00pm a 10:00pm,mastercard & amex,"Pollo a la kiev, Steak tartare, Croquetas de queso con salsa de tomate",- - -,0212-283.3079
Esquina La Milanesa,Internacional,4.7,62,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:30am, 5:00pm,mastercard & visa,"Milanesa napolitana, Arepitas de morcilla, Milanesa napolitana",- - -,0212-952.5205
Cima de Mar,Suiza,4.7,46,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,"Fondue de queso, Costillas de cochino bbq, Pulpo al grill",- - -,0426-313.3319
Mozart (Concresa),Internacional,4.7,38,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 1:00pm,mastercard & visa,"Torta de profiterol, Ponqué , Milhojas crema y chocolate",- - -,0212-979.2646
Loveat (Centro Plaza),Venezolana,4.7,34,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 6:00pm,mastercard & visa,"Wrap de Asado Negro, Arepa de omellette con queso , Arepa de pernil con tomates",- - -,0212-283.1670
Rulo,Salir a comer,4.7,34,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 8:00pm,mastercard & visa,"Perro con todo, Perro con todo, Perro con todo",- - -,
Coco Factory (Bello Monte),Internacional,4.7,33,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 8:30pm,mastercard & visa,"Cocadas, Cocadas, Cocadas",- - -,
Don Churro,Internacional,4.7,30,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 3:00pm, 9:00pm,mastercard & visa,"Churros, Churros, Churros",- - -,0212-985.2904
Naturalítico,Salir a comer,4.7,23,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 8:30pm,mastercard & visa,"Batidos cupido y delirio, Mango Melba, Delirio",- - -,
La Paletta Margariteña (C.C. Sambil),Venezolana,4.7,18,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 7:00pm,None,"Cheesecake de chocolate, prestigio, Cheesecake de chocolate",- - -,0414-832.3374
La Holandesa,Internacional,4.7,17,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 5:00pm,mastercard & visa,"Pastelito de queso, Hallaca, Pastelito de pollo",- - -,0212-263.9748
Vermont,Salir a comer,4.7,16,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 5:00pm,mastercard & visa,"Hamburguesa Vermont, Punta Burger, Hamburguesa Vermont",- - -,0212-551.7646
Moca Espresso Bar,Fusión,4.7,15,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 9:00pm,mastercard & visa,"Burrito, Dedos de mozzarella, Pulled Pork",- - -,0212-372.6411
Casa Gourmet,Mediterránea,4.7,12,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 5:00pm,mastercard & visa,"Oreo tempura , Linguini filetto, Ceviche limeño",- - -,0212-963.1320
Burger Center,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 7:00pm,mastercard & amex,"Club House para 2, Cruzado de pollo y res, Club House para 2",- - -,0212-4812452
Burgers House Music,Salir a comer,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 7:00pm,mastercard & visa,None,- - -,0212-267.2503
Sport Zone Cafe,Pizzería,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 9:00am, 6:00pm,mastercard & visa,None,- - -,0212-2345553
Sander Chocolatier,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 6:00pm,mastercard & visa,"Bombon de parchita, Tableta de Sarrapia, Pie de chocolate negro, caramelo y macadamias",- - -,0212-991.4054
Yogurlandia,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 7:00pm,mastercard & visa,"Yogurt natural, Yogurt de mantecado, Yogurt de pistacho",- - -,0212-383.3369
O Navegante (Centro Portugués),Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 11:00pm,mastercard & visa,"Cocido portugues, Pulpo a la brasa, Camarones al ajillo",- - -,0212-985.2528 ext 201
The Hollywood Coffee,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:30am, 7:00pm,mastercard & visa,"Torta de Guanábana, Coffee Nuttella, Torta de Chocolate",- - -,0424-204.1892
Gran Sasso,Italiana,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 5:00pm,mastercard & visa,None,- - -,0212-9754781
Segreto,Mediterránea,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 10:00pm,mastercard & visa,None,- - -,
4d (C.C Tolón),Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 8:00pm,None,None,- - -,0212-300.8838
Aroma di Caffé (C.C. Paseo Las Mercedes),Venezolana,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:30pm, 8:00pm,mastercard & visa,None,- - -,
Bok2 ,Salir a comer,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 6:30pm,mastercard & visa,None,- - -,
Pretzco (C. C. Lider),Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 8:00pm,mastercard & visa,None,- - -,
Café Le Mans,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 10:00am, 5:00pm,mastercard & visa,None,- - -,0412-577.5301
Pale Happy (El Cafetal),Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:00am, 6:30pm,mastercard & visa,None,- - -,
Casablanca Restaurant y Lounge,De Autor,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & amex,None,- - -,0212-761.5318
Pizza Duomo,Pizzería,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 1:00pm, 6:00pm,mastercard & visa,None,- - -,0412-211.8928
Galipán Ofitel,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 1:00pm, 3:30pm,mastercard & visa,"Hamburguesa Wao, Hamburguesa Wao, Hamburguesa Wao",None,0212-782.0075
La Gracitana,Internacional,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,None,- - -,0414-298.7349
El Solar de Macuto,Venezolana,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 10:00pm,mastercard & visa,"Pollo a la brasa, Club House, Pizza el Solar del Macuto",- - -,
Navarela,Española,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 7:00am, 3:00pm,mastercard & amex,"Paella, Paella, Chupe de pollo",- - -,0212-262.1703
Scapate,Venezolana,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 8:00am, 4:00pm,mastercard & amex,"Buffalo wings , Consomé de vegetales, Milanesa de pollo",- - -,0212-3713459
Con Todo,Salir a comer,4.7,None,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 11:30am, 8:00pm,mastercard & visa,None,- - -,0212-952.2403
El Cine,Internacional,4.6,809,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", 12:00pm, 12:00am,mastercard & visa,"Dátiles envueltos en tocineta, Roll el mago, Papas fritas con aceite trufado",- - -,0424-213.0102
Casa Pakea,Vasca,4.6,160,"https://www.google.com/maps/dir//10.342603340919,-67.039342671633/@10.342603340919,-67.039342671633,17z", Cerrado, Cerrado,mastercard & visa,"Menú de degustación, Pimientos rellenos de mariscos, Pastel de mero",- - -,0416-714.4854
