Name,Cuisine,Ratings,Review,Map,Open Time,Close Time,Payment Methods,Best Dishes,Budget in USD,Phone Number
Principes de Yavé,Internacional,4.7,68,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:00am, 12:00am,mastercard & visa,"Kibbe crudo , Pescado picante , Kafta Naye",- - -,0424-257.3877
Esquina La Milanesa,Internacional,4.7,62,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:30am, 5:00pm,mastercard & visa,"Milanesa napolitana, Arepitas de morcilla, Milanesa napolitana",- - -,0212-952.5205
Coco Factory (Bello Monte),Internacional,4.7,33,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 8:30pm,mastercard & visa,"Cocadas, Cocadas, Cocadas",- - -,
Don Churro,Internacional,4.7,30,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 3:00pm, 9:00pm,mastercard & visa,"Churros, Churros, Churros",- - -,0212-985.2904
La Paletta Margariteña (C.C. Sambil),Venezolana,4.7,18,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,None,"Cheesecake de chocolate, prestigio, Cheesecake de chocolate",- - -,0414-832.3374
La Holandesa,Internacional,4.7,17,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 5:00pm,mastercard & visa,"Pastelito de queso, Hallaca, Pastelito de pollo",- - -,0212-263.9748
Casa Gourmet,Mediterránea,4.7,12,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 5:00pm,mastercard & visa,"Oreo tempura , Linguini filetto, Ceviche limeño",- - -,0212-963.1320
Burger Center,Internacional,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 7:00pm,mastercard & amex,"Club House para 2, Cruzado de pollo y res, Club House para 2",- - -,0212-4812452
Burgers House Music,Salir a comer,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 12:00am,mastercard & visa,None,- - -,0212-267.2503
Sport Zone Cafe,Pizzería,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 6:00pm,mastercard & visa,None,- - -,0212-2345553
Segreto,Mediterránea,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 3:00am,mastercard & visa,None,- - -,
Pale Happy (El Cafetal),Internacional,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 6:30pm,mastercard & visa,None,- - -,
Pizza Duomo,Pizzería,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 1:00pm, 6:00pm,mastercard & visa,None,- - -,0412-211.8928
Con Todo,Salir a comer,4.7,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 8:00pm,mastercard & visa,None,- - -,0212-952.2403
El Cine,Internacional,4.6,809,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 12:00am,mastercard & visa,"Dátiles envueltos en tocineta, Roll el mago, Papas fritas con aceite trufado",- - -,0424-213.0102
Pastas Morandi,Italiana,4.6,151,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 3:00pm,mastercard & visa,"Pasticho boloña, Cinta tres salsas, Tortelonia jamon y quedo en salsa 5 quesos",- - -,0212-451.7138
Damasco,Arabe,4.6,141,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 4:30pm,mastercard & visa,"Kibbe naye crudo, Crema de pimentón, Ensalada shanklish",- - -,0212-266.6695
Shawarma de Harb,Arabe,4.6,62,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 9:00pm,mastercard & visa,"Shawarma de carne, Shawarma harb, Plato mixto familiar",- - -,0424-446.6942
Paulas Cake,Internacional,4.6,40,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:30am, 7:00pm,mastercard & visa,"Delicia de melocotón , Torta de chocolate, Torta de queso",- - -,0212-451.8011
Caprara ,Pizzería,4.6,38,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 9:00pm,mastercard & visa,"Paperino, Siena, Pizza Napoli",- - -,0212-211.5511
Balkanes Gourmet,Mediterránea,4.6,36,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 1:00pm, 9:00pm,mastercard & visa,"Musaka, Limonada con pepino, Antipasto de caraotas blancas",- - -,0212-9615365
Reader's Café,Internacional,4.6,25,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:30am, 3:30pm,mastercard & visa,"Marquesa de chocolate, Pasticho de berenjenas, Marquesa de chocolate",- - -,0212-264.2737
Fragolate (C. C. Metrocenter),Internacional,4.6,24,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 7:00pm,mastercard & visa,"Helado de miramar, Arequipe de búfala, Café",- - -,0212-3252729
Tinto Melao,Española,4.6,20,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 11:00pm,mastercard & amex,None,- - -,0212-959.9318
Iepan (instituto Europeo del Pan),Internacional,4.6,16,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 5:00pm,mastercard & visa,"Golfeados, Pan gallego, Golfeados",- - -,0212-4155333
Sushideliveryccs,Japonesa,4.6,14,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:00pm,None,"Fuji Roll, Fuji Roll, Fuji Roll",- - -,0426-516.9266
Komekoko,Internacional,4.6,13,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 6:00pm,mastercard & visa,"Cocada Tradicional, Cocada con leche condensada y oreo, Cocada con baño de Oreo",- - -,
Salumificio i Visconti,Italiana,4.6,12,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 6:00pm, 10:00pm,mastercard & visa,"cecina, cecina, cecina",- - -,0412-230.3510
Full Empanada Express,Venezolana,4.6,11,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 4:00pm,mastercard & amex,None,- - -,0212-264.0001
Pepe Frijoles (El Hatillo),Mexicana,4.6,10,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:00pm,mastercard & visa,None,- - -,0212-211.5441
Coffee Rolls,Internacional,4.6,9,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,mastercard & visa,"Roll, Roll, Roll",- - -,
Galipan Gourmet,Gourmet,4.6,9,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,mastercard & visa,"Pollo a la Parmesana, Ensalada Cesar, Asado Negro",- - -,0212-952.1516
La 300,Venezolana,4.6,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", las 24hs, las 24hs,mastercard & visa,None,- - -,
Victor Pastries Gourmet (Boleita Norte),Salir a comer,4.6,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:30am, 5:00pm,mastercard & visa,None,- - -,0424-218.0953
Gourmet Planet,Gourmet,4.6,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 5:00pm,None,"Pollo Planet, Quesillo, Pollo Planet",- - -,0212-232.3375
La Gorda,Venezolana,4.5,132,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 4:00pm,mastercard & amex,"Asado negro, Pastel de pollo, Pollo a la parmesana",- - -,0212-963.7476
Mexican Burguer,Mexicana,4.5,113,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:00pm,mastercard & amex,"Botanachos, Botanachos, Botanachos",- - -,0212-636.4903
Sushi Time,Japonesa,4.5,108,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:30pm, 9:00pm,mastercard & visa,None,- - -,0212-986.8287
El Brasero,Portuguesa,4.5,86,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 10:00pm,mastercard & amex,"Parrilla Brasero, enslad sandrita, Parrilla Brasero",- - -,0212-271.7846
Arizona Grill,Internacional,4.5,56,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 12:00am,mastercard & amex,"Prime rib sin hueso, Sopa de cebolla, Churrasco de solomo nacional",- - -,0212-952.2511
Aurelia,Española,4.5,53,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 6:00pm,mastercard & visa,"Conejo al vino, Cordero al vino, Papas al Vapor",- - -,0212-942.0243
Hilda,Internacional,4.5,46,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 10:00pm,mastercard & amex,"Pollo a la canasta, Pizza capressa, Pollo a la canasta",- - -,0212-7636401
El Rey de Los Golfeados,Venezolana,4.5,36,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:30am, 6:30pm,visa,"Golfeados con queso de mano, Cachito de jamón, Golfeados con queso de mano",- - -,0212-412.2420
Grill Market Deli,Internacional,4.5,34,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 7:00pm,mastercard & visa,"Pulled pork, Hamburguesa criolla, Sandwich Selva Negra",- - -,0212-264.4806
Arroz Con Leche Me Quiero Casar,Venezolana,4.5,31,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:30am, 6:30pm,mastercard & visa,"Torta de oreo, Atardecer playero (arroz con coco) , Pie de Limón",- - -,0212-952.1419
Sr. Papa,Internacional,4.5,23,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:30am, 7:00pm,mastercard & visa,"Cono con tocineta y queso fundido, Papas con queso fundido, Bacana",- - -,0416-145.3947
Cafe La Canela,Venezolana,4.5,20,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 5:00pm,mastercard & visa,"Empanada italiana: carne mechada con queso pecorino y pesto, Empanada de Asado Con Queso, Empanada de Shawarma",- - -,0212-963.6932
El Parque,Internacional,4.5,20,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 6:00pm,mastercard & visa,"Pastelito de jamon, Pasta seca, Pastelito de jamon",- - -,0212-265.4291
Susy's Cookies (C.C. Sambil),Internacional,4.5,15,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,
La Trufa,Internacional,4.5,15,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 7:00pm,mastercard & visa,"Milhoja, Milhoja, Pound cake natural",- - -,0212-266.7180
Maxi Donas (C.C. Metrocenter),Venezolana,4.5,13,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:30am, 4:00pm,mastercard & visa,"Dona de Nutella, Dona de Fresa, Dona de Pie de Limón",- - -,0212-4817017
Santa Paletta,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:00am, 6:00pm,mastercard & visa,"Paleta Cremosa de Brownie, Paleta Cremosa de Brownie, Paleta Cremosa de Brownie",- - -,0414-322.3611
La Gladiola Azul,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 7:00pm,mastercard & visa,None,- - -, 0212-451.4394
Papabuelo,Venezolana,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 6:00am, 3:00pm,mastercard & visa,None,- - -,
La Paletería (Av. O'Higgins),Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,
Sukihana Express (Multiplaza Paraiso),Japonesa,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:00pm,mastercard & visa,None,- - -,0212-452.1294
Alhambra Express,Arabe,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 1:00pm, 9:00pm,mastercard & visa,None,- - -,
Amici,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 4:00pm,mastercard & visa,None,- - -,
Papas Bar,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 1:00pm, 7:00pm,None,None,- - -,0414-1612997
Blue Moon,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 7:00pm,mastercard & visa,None,- - -,0212-963.3023
Loveat (Mercado de Chacao),Venezolana,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 2:30pm,mastercard & visa,None,- - -,0212-283.1670? 
Los Claveles,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 6:00pm,mastercard & visa,None,- - -,
Da Fonvila,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 6:00pm,mastercard & visa,None,- - -,
Massimo Gourmet,Italiana,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 6:00pm,mastercard & visa,"Pasticho de carne, pizza tavolaccio, Pasticho de carne",- - -,0212-891.2966
Terraza,Internacional,4.5,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 5:00pm, 12:00pm,mastercard & visa,"Parrillada de marisco, Pizza Terraza, Pizza de Jamon y Champiñones",- - -,0212-902.2189
Aprile,Internacional,4.4,312,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 12:00am,mastercard & visa,"Lomito brassiere, Suprema de pollo, Tiradito de robalo",- - -,0212-264.5775
SantoBokado,De Autor,4.4,260,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:30pm,mastercard & visa,"Plato de degustación, Tataki de res, Plato de degustación",- - -,0212-266.5450
4d (Altamira),Internacional,4.4,247,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:00pm,mastercard & amex,"Helado de Stracciatella, Helado de brownie, Helado de nutella",- - -,0212-266.8013
Dulces Criollos,De Autor,4.4,205,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 9:00pm,mastercard & visa,"Cheese cake fresa, Torta de auyama, El cricri",- - -,0212-961-3198
El Mesón de Andres,Española,4.4,198,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:00pm,mastercard & amex,"Pulpo a la gallega, Cochinillo segoviano, Paella valenciana",- - -,0212-263.0092
Espetería,Internacional,4.4,185,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:30pm, 11:00pm,mastercard & visa,"Espetada de lomito, Espetada de chorizo, Milho frito",- - -,0212-961.5823
Gelato E Caffe,Internacional,4.4,141,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 9:00pm,mastercard & visa,None,- - -,0212-961.5717
La Nueva Casa de Los Chinos,China,4.4,137,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 3:30pm,mastercard & visa,"Flor de ajoporro, Arroz del chef, Pollo en salsa de miel y ajonjoli ",- - -,0212-481.0741
El Cine City,Japonesa,4.4,127,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 12:00am,mastercard & visa,"Papas con aceite de trufas y queso pecorino, Slider tartar de atun, Carpaccio de lomito",- - -,0424-213.0102
Il  Duomo  Dei  Sapori,Italiana,4.4,98,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 1:00pm, 12:00am,mastercard & visa,"Pulpo grillado, Ensalada de salmón , Pannacotta de coco y nutella",- - -,0412-311.3123
Tarabish,Arabe,4.4,83,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 9:00pm,mastercard & amex,"Kibbe frito, Shawarma de lomito, Crema de pimentòn",- - -,0212-2669828
El Regio,Mediterránea,4.4,81,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 12:00am,mastercard & visa,"Lomito regio, Raviolis rellenos de almendra, Alcachofas rellenas con mariscos",- - -,0212-961.3360
Gelato E Cafe (Altamira),Internacional,4.4,73,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:00am, 10:00pm,mastercard & visa,"Waffle imperial, Helado de red velvet, Waffle frutos del bosque",- - -,0212-935.0639
La Forchetta (CCCT),Italiana,4.4,66,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:00pm,mastercard & amex,"Capelletti rellenos de ajoporro, pollo y queso crema con salsa de miel mostaza y nueces, Antipasto Caliente, Degustación forchetta",- - -,0212.959.7609
Kampai,Japonesa,4.4,65,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 8:00pm,mastercard & amex,"Titanic roll, Chicken roll, Eby roll especial",- - -,0212-959.0492
Koi Sushi (CCCT),Japonesa,4.4,58,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:00pm,mastercard & amex,"Sushi pizza de salmón, Osaka sushi , Coquitos de salmón",- - -,0212-959.8864
Ponte Fresco,Venezolana,4.4,42,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 8:00pm,mastercard & visa,"Ensalada con camarones y aderezo de mostaza miel, Wrapp con brócoli, Ensalada con camarones y aderezo de mostaza miel",- - -,0212-959.3272
Il Pizzaiolo,Italiana,4.4,26,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 8:00pm,mastercard & visa,"Pizza il pizzaiolo, Pizza vegetariana, Pizza Primavera Familiar",- - -,0212-232.8158
Sushi Delivery Venezuela,Japonesa,4.4,19,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 9:00pm,mastercard & visa,None,- - -,0212-265.3623
Danielle's Café,Internacional,4.4,17,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 7:00pm,mastercard & visa,"Torta de chocolate, sandwich Caracas, Pie de limón ",- - -,0212-267.5312
Bonsai Sushi (San Ignacio),Japonesa,4.4,16,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 9:00pm,mastercard & visa,"MixtoTempurizado, Tiger Roll Especial, Sensei Roll",- - -,0212-267.7489
Rostizados,Salir a comer,4.4,14,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:30pm, 6:30pm,mastercard & visa,"Costillas, Costillas, Pollo con bbq",- - -,
4d (Chuao),Internacional,4.4,13,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 10:30pm,mastercard & visa,None,- - -,
Menta & Romero,Internacional,4.4,12,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 1:00am,mastercard & visa,"Tequeños, Carpaccio de lomito, pulpo trufado",- - -,0412-700.5557
Appetito Cafe,Internacional,4.4,10,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:30am, 4:00pm,mastercard & visa,None,- - -,0212-951.7292
El Pescado,Pizzería,4.4,9,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00am, 9:00pm,visa,"LA PIZZA EL PESCADO Y ROMANA, Pizza Primavera, Pure de Papas",- - -,0212-633.0762
Afrecho Bakery,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 8:00pm,None,"Bomba de chocolate, Omelette de vegetales, Bomba de chocolate",- - -,
El Estribo,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", las 24hs, las 24hs,mastercard & visa,"Suprema de Pollo, Arroz con pollo, Hamburguesa Estribo",- - -,0414-214.8798
La Paletta Margariteña (San Ignacio),Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:00am, 7:00pm,mastercard & visa,None,- - -,
Tostao,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 7:00pm,mastercard & visa,None,- - -,0412-010.7027
Wapeca,Salir a comer,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:30am, 7:00pm,None,"empanada de camaron, Empanada de pan de jamón, empanadas",- - -,
Jardín de Cristal,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00am, 4:00pm y 6:00am a 11:00am,mastercard & visa,"Buffett servicio de bufett hotel eurobildig, Arepas con jamon y queso y ensalada de gallina, Buffett servicio de bufett hotel eurobildig",- - -,0212-902.2222
Leñas,Pizzería,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 6:00am, 8:00pm,None,"Pasta con asado, Pasta con asado, Arroz meloso",- - -,0212-961.1384
Atrium,Gourmet,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 11:00pm,mastercard & visa,None,- - -,0212-700.4200
Burger Shack (Sambil),Salir a comer,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:00pm,mastercard & visa,None,- - -,
Tasca Da Ponte,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 1:00am,mastercard & visa,None,- - -,0212-266.6810
Eslibita Vip,Pizzería,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 6:30pm,mastercard & visa,"Pizza Eslibita, Pizza Lombardia, Pizza Vegetariana",None, 0212-961.4142
Franca (Hotel Eurobuilding),Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 10:00am, 8:00pm,mastercard & visa,None,- - -,
Hamburguesas Paladar,Internacional,4.4,None,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:00pm,mastercard & visa,None,- - -,0414-330.7114
Hajillo's,Parrillada,4.3,176,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 10:30pm,mastercard & visa,None,- - -,0212-961.4829
Da Gaby y Tony,Italiana,4.3,137,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 3:30pm,mastercard & amex,"Tiramisu, Suprema de Pollo con Champiñones, Pasticho",- - -,0212-266.8290
Don Goyo,Venezolana,4.3,116,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 7:00am, 9:00pm,mastercard & visa,"Golfeados, Pan de jamón , Tequeños de chocolate",- - -,0212-959.7865
Caffe Piu,Internacional,4.3,112,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 8:00am, 7:00pm,mastercard & visa,"Cafe gianpiu, Café dapiu, Torta de chocolate",- - -,0212-751.9986
Acapella,Mediterránea,4.3,98,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 8:30pm,mastercard & amex,"Calamares al grill, Churrasco de solomo con vegetales salteados, Tiramisu",- - -,0212-959.1052
Kami Sushi,Japonesa,4.3,84,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 9:00pm,mastercard & visa,"Ceviche especial. , Rock & roll. , Kami especial",- - -,0414-372.9605
Pizza Zeina,Arabe,4.3,84,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 9:00am, 5:00pm,mastercard & visa,"Plato mixto, Kibbe crudo, Crema de pimentón",- - -,0212-267.8320
Pincho Pan (Valle Arriba),Arabe,4.3,79,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 12:00pm, 9:30pm,mastercard & amex,"Plato pincho mixto, Dulces arabes, Hamburguesa de falafel",- - -,0212-975.8523
O'cantino,Portuguesa,4.3,60,"https://www.google.com/maps/dir//10.424642378462,-66.825248748064/@10.424642378462,-66.825248748064,17z", 11:00am, 11:00pm,mastercard & amex,None,- - -,0212-237.0670
